mode,num_envs,num_motions,terminated_prob,time_step_total,bin_count,avg_resample_env_ids,iters,warmup,frames_per_motion,length_jitter,bin_size,alpha,use_bincount,adaptive_kernel_size,adaptive_lambda,adaptive_uniform_ratio,adaptive_alpha,total_ms,get_env_ids_ms,post_update_ms,resample_ms,dist_ms,adaptive_ms
cmd3,131040,800,0.05,2399811,47997,6595.23,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.32296086312271655,0.14890838763676584,0.0,0.09494911646470428,0.07910335902124643,0.0
cmd1,131040,800,0.2,2399811,47997,26247.795,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.43624170823022723,0.1374709722585976,0.16809930908493698,0.13067142688669264,0.0,0.0
cmd2,131040,800,0.2,2399811,47997,26248.57,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.460954571608454,0.12782748322933912,0.02487196121364832,0.0,0.0,0.30825512716546655
cmd3,131040,800,0.2,2399811,47997,26245.96,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.30892717302776873,0.1371512096375227,0.0,0.09375242167152464,0.07802354171872139,0.0
cmd1,131040,800,0.6,2399811,47997,78635.19,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.4481600667349994,0.12996976962313056,0.18464396707713604,0.13354633003473282,0.0,0.0
cmd2,131040,800,0.6,2399811,47997,78634.65,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.4662652965635061,0.13046264764852822,0.025397554272785783,0.0,0.0,0.3104050946421921
cmd3,131040,800,0.6,2399811,47997,78624.915,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.299410920124501,0.13038009172305465,0.0,0.09666192927397788,0.07236889912746847,0.0
cmd1,131040,800,0.98,2399811,47997,128421.41,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.48346207826398313,0.13766367337666452,0.19700414268299937,0.14879426220431924,0.0,0.0
cmd2,131040,800,0.98,2399811,47997,128421.305,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.5037355236709118,0.12846955214627087,0.0239553430583328,0.0,0.0,0.3513106284663081
cmd3,131040,800,0.98,2399811,47997,128420.55,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.3035643754992634,0.12821919517591596,0.0,0.1033045316580683,0.07204064866527915,0.0
cmd1,131040,16000,0.05,48010422,960209,6591.945,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.7598514296114445,0.14693408622406423,0.18225462175905704,0.4306627216283232,0.0,0.0
cmd2,131040,16000,0.05,48010422,960209,6590.73,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.7323652086779475,0.13835194986313581,0.030344955157488585,0.0,0.0,0.5636683036573231
cmd3,131040,16000,0.05,48010422,960209,6594.915,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.31314452760852873,0.1382859714794904,0.0,0.09839300997555256,0.07646554615348577,0.0
cmd1,131040,16000,0.2,48010422,960209,26249.045,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.7221973547711968,0.1385113748256117,0.17794496146962047,0.40574101847596467,0.0,0.0
cmd2,131040,16000,0.2,48010422,960209,26248.625,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.7888046442531049,0.14881934388540685,0.033070382196456194,0.0,0.0,0.6069149181712419
cmd3,131040,16000,0.2,48010422,960209,26245.89,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.30955269699916244,0.1278724253643304,0.0,0.10134755284525454,0.08033271878957748,0.0
cmd1,131040,16000,0.6,48010422,960209,78635.235,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.8373070147354156,0.14642310794442892,0.2107558713760227,0.48012803541496396,0.0,0.0
cmd2,131040,16000,0.6,48010422,960209,78634.34,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.875008114380762,0.16097551677376032,0.036172838881611824,0.0,0.0,0.6778597587253898
cmd3,131040,16000,0.6,48010422,960209,78624.935,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.3381067595910281,0.14699668041430414,0.0,0.11234457138925791,0.07876550778746605,0.0
cmd1,131040,16000,0.98,48010422,960209,128421.325,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.854617110453546,0.14508874155580997,0.2324064716231078,0.4771218972746283,0.0,0.0
cmd2,131040,16000,0.98,48010422,960209,128421.36,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.8888301439583302,0.1491933618672192,0.03689500619657338,0.0,0.0,0.7027417758945376
cmd3,131040,16000,0.98,48010422,960209,128420.55,200,20,3000,0.05,50,0.001,False,1,0.8,0.1,0.001,0.34441389376297593,0.14363571302965283,0.0,0.1128898176830262,0.0878883630502969,0.0
